NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,StreetAddress,Telephones,Telephone,Section21,School Fees,Urban_Rural,Towns/suburb,suburb_Latitude,suburb_longitude,Distance
700240341,Gt,Laerskool Vissershoek,Open,Public,Primary School,Ordinary,27.95484094,-25.65776508,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900004,"54, C, Vissershoek, De Wildt, Pretoria",100555048,100555048,Yes,Yes,Rural,De Wildt,-25.6246145,27.944956,30.90479179186042
700400545,Gt,Entheos Christian School,Open,Independent,Combined School,Ordinary,28.15463,-25.889424,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900064,"140, Hornbill Avenue, Rooihuiskraal, Centurion",126612003,126612003,No,Yes,Urban,Rooihuiskraal,-25.8933333,28.1513889,16.22655320910643
700401031,Gt,Glenmark Christian College,Open,Independent,Combined School,Ordinary,28.395529,-25.710236,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900016,"40329, Sebaka Borena Street, Mamelodi Ext 4, Mamelodi, Pretoria",617264064,617264064,No,Yes,Urban,Mamelodi,-25.7158053,28.3808295,16.7930399554296
700211367,Gt,Ematsheni Primary Farm School,Open,Public,Primary School,Ordinary,28.482643149,-26.04207842,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"  50, Road R 50 To Delmas, Rietfontein Farm, Benoni, Bapsfontein",119647001,119647001,Yes,No,Urban,Rietfontein Farm,-25.85803,28.34166,39.23675298128828
700401019,Gt,Zambezi Academy,Open,Independent,Combined School,Ordinary,28.236132,-25.683404,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900005,"220, Honeysuckle Street, Magalieskruin, Pretoria",760870888,760870888,No,Yes,Urban,Magalieskruin,-25.6875,28.2322222,9.000815912712618
700400125,Gt,Al Ghazali Independent School,Open,Independent,Combined School,Ordinary,28.089671666,-25.807686667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"421, 421 Van Leenhof Str, , Erasmia, Centurion",123701087,123701087,No,Yes,Urban,Erasmia,-25.8123747,28.0944415,15.74829580819848
700400456,Gt,Funanani Christian School,Open,Independent,Primary School,Ordinary,28.364119,-25.704561,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900093,"19695, Corner Montja & Sibande Street, D6, Mamelodi West, Pretoria",824188216,824188216,No,Yes,Urban,Mamelodi West,-25.7083622,28.3478165,14.18113674309581
700400571,Gt,Zwartkop Christian School,Open,Independent,Combined School,Ordinary,28.171253,-25.861421,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900078,"142, Pine Avenue, Bronberrik, Centurion",126540579,126540579,No,Yes,Urban,Bronberrick,-25.8591667,28.1683333,12.71273696448636
700211417,Gt,Foxtrot Primary Farm School,Open,Public,Primary School,Ordinary,28.60328905,-25.47907458,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900099,"253, Moloto Road, Jakkalsdans, Cullinan, Cullinan",635571176,635571176,Yes,No,Urban,Jakkalsdans,-24.8097575,28.1296718,48.34236539084633
700400496,Gt,Wierda Independent School,Open,Independent,Combined School,Ordinary,28.151601,-25.876648,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900070,"474, Theuns Van Niekerk, Rooihuiskraal North X16, Pretoria",126537648,126537648,No,Yes,Urban,Rooihuiskraal,-25.8933333,28.1513889,15.21233141693336
700400271,Gt,Northwood Independent High School,Open,Independent,Secondary School,Ordinary,28.181655555,-25.742025001,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"74, Struben Street, , Pretoria",123216893,123216893,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,6.300834925393198
700400102,Gt,Capital Christian College,Open,Independent,Combined School,Ordinary,28.187298,-25.742637,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"67, Paul Kruger Street, Pretoria Central, Pretoria",120230743,120230743,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,5.756624046599312
700400140,Gt,Tukssport High School,Open,Independent,Secondary School,Ordinary,28.20955874,-25.769965559,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900059,", South Street, Lc De Villiers Sports Ground, Hatfield, Pretoria",124841700,124841700,No,Yes,Urban,Hatfield,-25.7487,28.238,3.042108519089974
700400101,Gt,Tomorrow'S People College,Open,Independent,Combined School,Ordinary,28.310196667,-25.781598333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900044,"377, Selikats Causeway, , Faerie Glen, Pretoria",129915051,129915051,No,Yes,Urban,Faerie Glen,-25.7816666,28.3077777,7.356697983924387
700911946,Gt,Selang Primary School,Open,Public,Primary School,Ordinary,28.26744359,-25.360415707,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"3248, Stand, Temba, Hammanskraal, Pretoria",127172586,127172586,Yes,No,Urban,Temba Hammaskraal,-25.29467,28.21333,44.86529360445645
700400357,Gt,St John'S Convent School,Open,Independent,Intermediate School,Ordinary,28.772216638,-25.769207283,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900105,"Plot 504 Jr/ 56, Roodepoort Road, , Sizanani, Bronkhorstspruit",635223865,635223865,No,Yes,Urban,Sizanani,-25.7736111,28.77,53.46164973793494
700232653,Gt,Amity International,Open,Independent,Combined School,Ordinary,28.103716667,-25.79236,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"647, Elzine  Street, , Pretoria",123703604,123703604,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,13.94304264579593
700400449,Gt,Ubuhle School,Open,Independent,Primary School,Ordinary,28.651429,-25.868883,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900102,"523 Jr, Farm Vlakfontein, , Bronkhorstspruit, Bronkhorstspruit",130040077,130040077,No,Yes,Urban,Bronkhorstspruit,-25.808056,28.741389,42.90971750575655
700400885,Gt,St Athanasius Christian School-Tswaing Campus,Open,Independent,Combined School,Ordinary,28.118145,-25.426554,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900013,"1392/01M3, Soutpan, Soutpan, Pretoria",127206135,127206135,No,Yes,Urban,Soutpan,-25.40722,28.10306,39.37748796378556
700400630,Gt,Pure Hope School,Open,Independent,Primary School,Ordinary,28.30591,-25.827997,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900091,", De Viiebois Mareuil Drive, Moreleta Park X83, , Pretoria",129978083,129978083,No,Yes,Urban,Moreleta Park,-25.728029,28.2843071,9.693036536192977
700400666,Gt,Leap Science And Maths School,Open,Independent,Secondary School,Ordinary,27.995379,-25.602773,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900031,"8807, Matlaisane Street, Zone 5, Ga-Rankuwa, Pretoria",127003279,127003279,No,Yes,Urban,Ga-Rankuwa,-25.6041667,28.0052778,30.34729459875017
700241299,Gt,Siyokhela Primary School,Open,Public,Combined School,Ordinary,28.098218,-25.498184,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900033,"22, Block Aa, Soshanguve, Pretoria",825528298,825528298,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,32.73891151058194
700220889,Gt,Morakoma Primary School,Open,Public,Primary School,Ordinary,28.34401771,-25.71016518,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900067,"19178, Kubone, Mamelodi, Mamelodi, Pretoria",128050079,128050079,Yes,No,Urban,Mamelodi,-25.7158053,28.3808295,12.11487957646027
700232462,Gt,Laerskool Hennopsrivier,Open,Public,Primary School,Ordinary,27.9741887,-25.82651098,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900048,"489, Plot, Hennopsrivier, Centurion",126590074,126590074,Yes,Yes,Rural,Hennopsrivier,-25.8185635,28.0970948,27.45852222321984
700401010,Gt,Viva Village Independent School,Open,Independent,Primary School,Ordinary,28.4446,-25.7318,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900010,"371, Moshumi Street, Alaska Informal Settlement, Mamelodi East, Pretoria",768321050,768321050,No,Yes,Urban,Mamelodi East,-25.7102,28.4008,20.9158466928793
700400171,Gt,Bophelong Community Independent School,Open,Independent,Combined School,Ordinary,28.37837505,-25.71638053,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900018,"19537, , Khutsong Extention, Mamelodi East, Pretoria",128017552,128017552,No,Yes,Urban,Mamelodi East,-25.7102,28.4008,14.94187326094495
700210864,Gt,Laerskool Witpoort Nr 224,Open,Public,Primary School,Ordinary,28.51990927,-25.95964346,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"27, Garsfontein Extension, Welbekend, Bronkhorstspruit, Bronkhorstspruit",121110850,121110850,Yes,Yes,Rural,Welbekend,-25.99247565,28.44455241903772,35.46852795447414
700401015,Gt,Eduplex High School,Open,Independent,Secondary School,Ordinary,28.2475,-25.7229,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900084,"1193, Meara Street, Queenswood, Pretoria",129412000,129412000,No,Yes,Urban,Queenswood,-25.7323222,28.24756,4.692386459241795
700400160,Gt,Hammanskraal Elite Primary School,Open,Independent,Primary School,Ordinary,28.201,-25.687,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900050,"91, Welgovonde, , Welgovonde, Wonderboom",127114020,127114020,No,Yes,Rural,Welgovonden,-25.8016,28.3238,9.416837866972937
700212241,Gt,The Way Christian School,Open,Independent,Combined School,Ordinary,28.151186667,-25.801108333,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900066,"0, Cnr. Tortelduif  And Willem Botha Road, , Wierda Park, Pretoria",126569228,126569228,No,Yes,Urban,Wierda Park Park,-25.7435894,28.1426968,9.719375910218611
700241083,Gt,Phumzile Primary School,Open,Public,Primary School,Ordinary,28.111567,-25.518251,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900034,"704, Block H, Soshanguve, Pretoria",129426608,129426608,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,30.15521246939869
700400183,Gt,Abbotts College-Pretoria East,Open,Independent,Secondary School,Ordinary,28.35644,-25.78474,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900101,"1, Pony Road, , Pretoria East, Pretoria",128091208,128091208,No,Yes,Urban,Pretoria East,-25.8255611,28.32517625272057,11.96003513657858
700400318,Gt,Pretoria Institute Of Learning,Open,Independent,Secondary School,Ordinary,28.199941,-25.746786,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900081,"440, Pretorius Street, Pretoria, Pretoria",123206302,123206302,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,4.414359034472139
700221458,Gt,Gottfried Christelike Privaat Skool,Open,Independent,Primary School,Ordinary,28.1014384,-25.65173998,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900004,"1, Corner Of Doreen And Hulton Street, The Orchards, Akasia",125492317,125492317,No,Yes,Urban,The Orchards,-25.6513,28.0947,18.64857169872097
700241620,Gt,Laerskool Kameelfontein,Open,Public,Primary School,Ordinary,28.40420233,-25.60242286,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900099,"297, Plaas Kameelfontein, Gedeelte 27, Kameelfontein, Pretoria",716058492,716058492,Yes,Yes,Rural,Kameelfontein,-25.6175755,28.3991057,24.42984573912889
700400826,Gt,Hatfield North Christian Academy,Open,Independent,Primary School,Ordinary,28.134136,-25.674958,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900098,", Cnr Lizard And Willem Cruywagen Road, Theresapark, Pretoria",871583700,871583700,No,Yes,Urban,Theresapark,-25.6730556,28.1444444,14.49142426588718
700400499,Gt,Star College Pretoria,Open,Independent,Intermediate School,Ordinary,28.33433,-25.769355,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900085,"25, Meadow Avenue, Willow Glen, Pretoria",128072346,128072346,No,Yes,Urban,Willow Glen,-25.7993,28.2956,9.547421528312489
700231829,Gt,Kgabo Primary School,Open,Public,Primary School,Ordinary,28.067404,-25.773697583,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900062,"6, Mampane Street, Atteridgeville, Pretoria",123738638,123738638,Yes,No,Urban,Atteridgeville,-25.7629818,28.0748568,17.27276017109875
700231704,Gt,Confidence College (Good Samaritan),Open,Independent,Primary School,Ordinary,28.19552458,-25.74311352,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900058,"430, Proes Street, , Pretoria",123210381,123210381,No,Yes,Urban,Pretoria Central,-25.7518426,28.1899743,4.995390880333821
700400844,Gt,Pretium Private School,Open,Independent,Combined School,Ordinary,28.320412,-25.733571,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900043,"893, Tiptol Street, Silverton, Pretoria",736804486,736804486,No,Yes,Urban,Silverton,-25.7298,28.3024,8.834156396888252
700400100,Gt,Al-Asr Educational Institute Secondary School,Open,Independent,Combined School,Ordinary,28.11357036,-25.79572841,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"370, Ganges St, , Laudium, Pretoria",123745546,123745546,No,Yes,Urban,Laudium,-25.7877778,28.1022222,13.07410904947191
700401013,Gt,Batho Pele Christian School,Open,Independent,Combined School,Ordinary,28.236851,-25.498245,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900095,"131, Alpha Road, Vastfontein, Pretoria",120100175,120100175,No,Yes,Urban,Vasfontein,-25.5414,28.2486,29.50846472354623
700232725,Gt,Pretoria Muslim Trust Sunni School,Open,Independent,Combined School,Ordinary,28.106468333,-25.789266667,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900061,"220, Jewel Street, , Laudium, Pretoria",123743964,123743964,No,Yes,Urban,Laudium,-25.7877778,28.1022222,13.60116484711597
700211029,Gt,Pretoria Chinese School,Open,Independent,Combined School,Ordinary,28.26672858,-25.82727176,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900047,"1, Cnr. Denil Street And Halse Street, , Wingate Park, Pretoria",123452319,123452319,No,Yes,Urban,Wingate Park,-25.825,28.2697222,7.468157605210081
700220624,Gt,Ezazi Primary School,Open,Public,Primary School,Ordinary,28.349846365,-25.714396061,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900028,"6884, Shabangu, Mamelodi West, Mamelodi, Pretoria",128201048,128201048,Yes,No,Urban,Mamelodi West,-25.7083622,28.3478165,12.40825444493461
700220137,Gt,Gereformeerde Gekombineerde Skool Dirk Postma,Open,Independent,Combined School,Ordinary,28.24300567,-25.70005276,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900052,"1182, Cunningham Avenue, , Waverly, Pretoria",123323222,123323222,No,Yes,Urban,Waverly,-25.701,28.256,7.160456705278935
700211995,Gt,Jabulani Junior Primary Private School,Open,Independent,Primary School,Ordinary,28.711706667,-25.684935,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900103,", , , Ekandustria, Ekangala",139333070,139333070,No,Yes,Urban,Ekangala,-25.6983333,28.7530556,48.22044601659943
700401115,Gt,Curro Academy Mamelodi,Open,Independent,Combined School,Ordinary,28.421969,-25.697867,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900017,"7260, Tsamaya Avenue, Mahube Valley X32, Mamelodi, Pretoria",870864525,870864525,No,Yes,Urban,Mahube Valley,-25.702388,28.4098589,19.764555516357
700240630,Gt,Dithabaneng Primary School,Open,Public,Primary School,Ordinary,28.102015,-25.51268493,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900034,"1988, Block F, Soshanguve, Pretoria",127993748,127993748,Yes,No,Urban,Soshanguve,-25.5263889,28.0994444,31.12730926081606
700221085,Gt,Sindawonye Primary School,Open,Public,Primary School,Ordinary,28.369396,-25.711053,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"10417, Tsomo Street, Mamelodi East, Mamelodi, Pretoria",128011624,128011624,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,14.33838106471325
700220905,Gt,Motheo Primary School,Open,Public,Primary School,Ordinary,28.38311409,-25.70510788,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900023,"12053, Magagula Street, Mamedoli East, Pretoria",825571976,825571976,Yes,No,Urban,Mamelodi East,-25.7102,28.4008,15.86435389001278
700910314,Gt,Ditshaba Primary School,Open,Public,Primary School,Ordinary,28.058628,-25.500457,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900012,"2014, Block A, Mabopane, Mabopane, Pretoria",127022676,127022676,Yes,No,Urban,Mabopane,-25.5080556,28.0680556,34.43116159909048
700912205,Gt,Tsebe Ntlha Primary School,Open,Public,Combined School,Ordinary,28.254431883,-25.372626149,City Of Tshwane Metropolitan Municipality,City Of Tshwane Metropolitan Municipality,79900075,"3222, Manyeleti, Temba, , Pretoria",127172405,127172405,Yes,No,Urban,Temba,-25.3802778,28.2630556,43.45003302460479
