NatEmis,Province,Official_Institution_Name,STATUS,Sector,Phase_PED,Specialisation,GIS_Long,GIS_Lat,District Mun Name,Local MunName,Ward_ID,Town_City,StreetAddress,Telephone,Section21,School Fees,Urban_Rural,Town_Suburb,Towns/suburb,suburb_coordinates
700400005,GT,PRINCEFIELD TRUST SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.18252,-25.746978334,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"85, CHURCH STREET, , PRETORIA",120231020,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700400757,GT,BROOKLYN MONTESSORI SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.253616,-25.773132,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900082,PRETORIA,"358, BROOKLYN ROAD, MENLO PARK, MENLO PARK, PRETORIA",124609626,NO,Yes,URBAN,MENLO PARK,Menlo Park,"(-25.769851, 28.259971)"
700400576,GT,EMPRO ACADEMY,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.117101,-25.849604,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"66, ERASMUS STREET, RASLOUW, CENTURION",127677980,NO,Yes,URBAN,RASLOUW,Raslouw,"(-25.8528948, 28.1186786)"
700400748,GT,EASTSIDE PRIMARY SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.301913,-25.812211,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900045,PRETORIA,"850, PRIMULA ROAD, MORELETA PARK, MORELETA PARK, PRETORIA",129931725,NO,Yes,URBAN,MORELETA PARK,Moreleta Park,"(-25.728029, 28.2843071)"
700212233,GT,CRESTA COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.146428,-25.854873,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,CENTURION,"164, SPRINGBOK STREET, , WIERDAPARK, CENTURION",126541565,NO,Yes,URBAN,WIERDA PARK,Wierda Park,"(-25.8605, 28.1445)"
700400897,GT,GAUTENG CENTRAL COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.197406,-25.747484,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"391, PRETORIUS STREET, PRETORIA CENTRAL, PRETORIA",123203691,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700210922,GT,THE WALDORF SCHOOL AT ROSEMARY HILLS,OPEN,INDEPENDENT,INTERMEDIATE SCHOOL,ORDINARY,28.43190122,-25.79021744,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,CULLINAN,"257, MOOIPLAAATS, , CULLINAN, CULLINAN",128021175,NO,Yes,RURAL,CULLINAN,Cullinan,"(-25.670556, 28.528889)"
700400447,GT,LOERIE LAND INDEPENDENT SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.130531,-25.897972,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900064,PRETORIA,"1, OSCHE STREET, THE REEDS, CENTURION",815544976,NO,Yes,URBAN,THE REEDS,The Reeds,"(-25.8991667, 28.1341667)"
700401080,GT,NORTH ANGELOS CHRISTIAN COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.17470845,-25.67317791,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900002,PRETORIA,"294,  BEN VILJOEN STEET, PRETORIA NORTH, PRETORIA",120231030,NO,Yes,URBAN,PRETORIA NORTH,Pretoria North,"(-25.672735, 28.1734163)"
700400625,GT,VICTORIOUS G & B PRIMARY SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.164294,-25.745396,CITY OF TSHWANE METROPOLITAN MUNICIPALITY, CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"336, KETJEN STREET, PRETORIA WEST, PRETORIA",123068411,NO,Yes,URBAN,PRETORIA WEST,Pretoria West,"(-25.7494725, 28.1568104)"
700212076,GT,PRO-ED PREPARATORY SCHOOL,OPEN,INDEPENDENT,INTERMEDIATE SCHOOL,ORDINARY,28.225407,-25.745007,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900092,PRETORIA,"916, PRETORIUS STREET, , ARCADIA, PRETORIA",124306215,NO,Yes,URBAN,ARCADIA,Arcadia,"(-25.7453, 28.2030)"
700400148,GT,VILLAGE MONTESSORI PRIMARY SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.198205523,-25.843796004,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900057,CENTURION,"245, 245 GLOVER AVENUE, , LYTTLETON, CENTURION",126642944,NO,Yes,RURAL,LYTTELTON,Lyttelton,"(-25.8181, 28.2117)"
700400973,GT,CORNERSTONE PRIVATE SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.212827,-25.749884,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900092,PRETORIA,"651, PARK STREET, SUNNYSIDE, PRETORIA",123433251,NO,Yes,URBAN,SUNNYSIDE,Sunnyside,"(-25.7535, 28.2079)"
700400285,GT,DUO EDU SENIORONAFHANKLIKE SKOOL,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.27887,-25.80917,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900083,PRETORIA,"565, WILLIAM NICOL STREET, , CONSTANTIA PARK, PRETORIA",129934453,NO,Yes,URBAN,CONSTANTIA PARK,Constantia Park,"(-25.8080556, 28.2822222)"
700210070,GT,CVO SKOOL PRETORIA,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.37036357,-25.80269644,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900091,BRONKHORSTSPRUIT,"373, VAN GEDEELTE, , ZWAVELPOORT, BRONKHORSTSPRUIT",121117398,NO,Yes,URBAN,ZWAVELPOORT,Zwavelpoort,"(-25.7811427273, 28.3883290909)"
700220087,GT,QUEENSWOOD CHRISTIAN COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.214085,-25.712136667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900053,PRETORIA,"85, MARJORAM STREET, WONDERBOOM AGRICULTURAL HOLDINGS, ANNLIN, PRETORIA",125433552,NO,Yes,URBAN,WONDERBOOM,Wonderboom,"(-25.6833333, 28.2113889)"
700400761,GT,WEST VIEW COLLEGE,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.142149,-25.850249,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"79, CNR WILLEM BOTHA AVENUE AND BOSDUIF CRESCENT, WIERDA PARK, CENTURION",126545882,NO,Yes,URBAN,WIERDA PARK,Wierda Park,"(-25.7435894, 28.1426968)"
700400638,GT,BRONBERG AKADEMIE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.337817,-25.814457,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,PRETORIA,", CNR AJAX AVENUE AND ATTERBURY ROAD, OLYMPUS, PRETORIA",104468328,NO,Yes,URBAN,OLYMPUS AH,Olympus Ah,"(-25.8067289596, 28.351772125 )"
700400835,GT,TSHEDZA PRE-PRIMARY SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.195582,-25.743724,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"126, CNR SISULU AND MADIBA STREETS, ARCADIA, PRETORIA",123266203,NO,Yes,URBAN,ARCADIA,Arcadia,"(-25.7453, 28.2030)"
700400072,GT,LESEDI LA DITSHABA,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.094286,-25.466237,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900094,PRETORIA,"1343, BLOCK GG, SOSHANGUVE, PRETORIA",127982407,NO,Yes,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700401022,GT,ADVANCED COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.273866,-25.715409,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900087,PRETORIA,"325, STAIMVOEL AND KOEDOESPOORT ROAD,  KOEDOESPOORT,  KOEDOESPOORT, PRETORIA",128001268,NO,Yes,URBAN,KOEDOESPOORT,Koedoespoort,"(-25.0486111, 28.8622222)"
700400008,GT,FOUNDERS COMMUNITY SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.19383287,-25.7585711,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900080,PRETORIA,"1, CNR. RAILWAY  AND TULLEKEN STREET, , BEREA PARK, PRETORIA",123229914,NO,Yes,URBAN,BEREA PARK,Berea Park,"(-25.7592, 28.1940)"
700400036,GT,COURTNEY HOUSE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.213896497,-25.772656715,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900059,PRETORIA,"202, MAIN STREET, , NEW MUCKLENEUK, PRETORIA",823050165,NO,Yes,URBAN,NEW MUCKLENEUK,New Muckleneuk,"(-25.7691667, 28.2308333)"
700240341,GT,LAERSKOOL VISSERSHOEK,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.95484094,-25.65776508,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900004,PRETORIA,"54, C, VISSERSHOEK, DE WILDT, PRETORIA",100555048,YES,Yes,RURAL,DE WILDT,De Wildt,"(-25.6246145, 27.944956)"
700400545,GT,ENTHEOS CHRISTIAN SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.15463,-25.889424,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900064,PRETORIA,"140, HORNBILL AVENUE, ROOIHUISKRAAL, CENTURION",126612003,NO,Yes,URBAN,ROOIHUISKRAAL,Rooihuiskraal,"(-25.8933333, 28.1513889)"
700401031,GT,GLENMARK CHRISTIAN COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.395529,-25.710236,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900016,PRETORIA,"40329, SEBAKA BORENA STREET, MAMELODI EXT 4, MAMELODI, PRETORIA",617264064,NO,Yes,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700211367,GT,EMATSHENI PRIMARY FARM SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.482643149,-26.04207842,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,BAPSFONTEIN,"  50, ROAD R 50 TO DELMAS, RIETFONTEIN FARM, BENONI, BAPSFONTEIN",119647001,YES,No,URBAN,RIETFONTEIN FARM,Rietfontein Farm,"(-25.85803, 28.34166)"
700401019,GT,ZAMBEZI ACADEMY,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.236132,-25.683404,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900005,PRETORIA,"220, HONEYSUCKLE STREET, MAGALIESKRUIN, PRETORIA",760870888,NO,Yes,URBAN,MAGALIESKRUIN,Magalieskruin,"(-25.6875, 28.2322222)"
700400125,GT,AL GHAZALI INDEPENDENT SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.089671666,-25.807686667,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,CENTURION,"421, 421 VAN LEENHOF STR, , ERASMIA, CENTURION",123701087,NO,Yes,URBAN,ERASMIA,Erasmia,"(-25.8123747, 28.0944415)"
700400456,GT,FUNANANI CHRISTIAN SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.364119,-25.704561,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900093,PRETORIA,"19695, CORNER MONTJA & SIBANDE STREET, D6, MAMELODI WEST, PRETORIA",824188216,NO,Yes,URBAN,MAMELODI WEST,Mamelodi West,"(-25.7083622, 28.3478165)"
700400571,GT,ZWARTKOP CHRISTIAN SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.171253,-25.861421,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900078,PRETORIA,"142, PINE AVENUE, BRONBERRIK, CENTURION",126540579,NO,Yes,URBAN,BRONBERRICK,Bronberrick,"(-25.8591667, 28.1683333)"
700211417,GT,FOXTROT PRIMARY FARM SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.60328905,-25.47907458,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900099,CULLINAN,"253, MOLOTO ROAD, JAKKALSDANS, CULLINAN, CULLINAN",635571176,YES,No,URBAN,JAKKALSDANS,Jakkalsdans,"(-24.8097575, 28.1296718)"
700400496,GT,WIERDA INDEPENDENT SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.151601,-25.876648,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,PRETORIA,"474, THEUNS VAN NIEKERK, ROOIHUISKRAAL NORTH X16, PRETORIA",126537648,NO,Yes,URBAN,ROOIHUISKRAAL,Rooihuiskraal,"(-25.8933333, 28.1513889)"
700400271,GT,NORTHWOOD INDEPENDENT HIGH SCHOOL,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.181655555,-25.742025001,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"74, STRUBEN STREET, , PRETORIA",123216893,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700400102,GT,CAPITAL CHRISTIAN COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.187298,-25.742637,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900058,PRETORIA,"67, PAUL KRUGER STREET, PRETORIA CENTRAL, PRETORIA",120230743,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700400140,GT,TUKSSPORT HIGH SCHOOL,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.20955874,-25.769965559,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900059,PRETORIA,", SOUTH STREET, LC DE VILLIERS SPORTS GROUND, HATFIELD, PRETORIA",124841700,NO,Yes,URBAN,HATFIELD,Hatfield,"(-25.7487, 28.2380)"
700400101,GT,TOMORROW'S PEOPLE COLLEGE,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.310196667,-25.781598333,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900044,PRETORIA,"377, SELIKATS CAUSEWAY, , FAERIE GLEN, PRETORIA",129915051,NO,Yes,URBAN,FAERIE GLEN,Faerie Glen,"(-25.7816666, 28.3077777)"
700911946,GT,SELANG PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.26744359,-25.360415707,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900075,PRETORIA,"3248, STAND, TEMBA, HAMMANSKRAAL, PRETORIA",127172586,YES,No,URBAN,TEMBA HAMMASKRAAL,Temba Hammaskraal,"(-25.29467, 28.21333)"
700400357,GT,ST JOHN'S CONVENT SCHOOL,OPEN,INDEPENDENT,INTERMEDIATE SCHOOL,ORDINARY,28.772216638,-25.769207283,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900105,BRONKHORSTSPRUIT,"PLOT 504 JR/ 56, ROODEPOORT ROAD, , SIZANANI, BRONKHORSTSPRUIT",635223865,NO,Yes,URBAN,SIZANANI,Sizanani,"(-25.7736111, 28.77)"
700232653,GT,AMITY INTERNATIONAL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.103716667,-25.79236,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900061,PRETORIA,"647, ELZINE  STREET, , PRETORIA",123703604,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700400449,GT,UBUHLE SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.651429,-25.868883,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900102,BRONKHORSTSPRUIT,"523 JR, FARM VLAKFONTEIN, , BRONKHORSTSPRUIT, BRONKHORSTSPRUIT",130040077,NO,Yes,URBAN,BRONKHORSTSPRUIT,Bronkhorstspruit,"(-25.808056, 28.741389)"
700400885,GT,ST ATHANASIUS CHRISTIAN SCHOOL-TSWAING CAMPUS,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.118145,-25.426554,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900013,PRETORIA,"1392/01M3, SOUTPAN, SOUTPAN, PRETORIA",127206135,NO,Yes,URBAN,SOUTPAN,Soutpan,"(-25.40722, 28.10306)"
700400630,GT,PURE HOPE SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.30591,-25.827997,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900091,PRETORIA,", DE VIIEBOIS MAREUIL DRIVE, MORELETA PARK X83, , PRETORIA",129978083,NO,Yes,URBAN,MORELETA PARK,Moreleta Park,"(-25.728029, 28.2843071)"
700400666,GT,LEAP SCIENCE AND MATHS SCHOOL,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,27.995379,-25.602773,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900031,PRETORIA,"8807, MATLAISANE STREET, ZONE 5, GA-RANKUWA, PRETORIA",127003279,NO,Yes,URBAN,GA-RANKUWA,Ga-Rankuwa,"(-25.6041667, 28.0052778)"
700241299,GT,SIYOKHELA PRIMARY SCHOOL,OPEN,PUBLIC,COMBINED SCHOOL,ORDINARY,28.098218,-25.498184,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900033,PRETORIA,"22, BLOCK AA, SOSHANGUVE, PRETORIA",825528298,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700220889,GT,MORAKOMA PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.34401771,-25.71016518,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900067,PRETORIA,"19178, KUBONE, MAMELODI, MAMELODI, PRETORIA",128050079,YES,No,URBAN,MAMELODI,Mamelodi,"(-25.7158053, 28.3808295)"
700232462,GT,LAERSKOOL HENNOPSRIVIER,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,27.9741887,-25.82651098,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900048,PRETORIA,"489, PLOT, HENNOPSRIVIER, CENTURION",126590074,YES,Yes,RURAL,HENNOPSRIVIER,Hennopsrivier,"(-25.8185635, 28.0970948)"
700401010,GT,VIVA VILLAGE INDEPENDENT SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.4446,-25.7318,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900010,PRETORIA,"371, MOSHUMI STREET, ALASKA INFORMAL SETTLEMENT, MAMELODI EAST, PRETORIA",768321050,NO,Yes,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700400171,GT,BOPHELONG COMMUNITY INDEPENDENT SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.37837505,-25.71638053,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900018,PRETORIA,"19537, , KHUTSONG EXTENTION, MAMELODI EAST, PRETORIA",128017552,NO,Yes,URBAN,MAMELODI EAST,Mamelodi East,"(-25.7102, 28.4008)"
700210864,GT,LAERSKOOL WITPOORT NR 224,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.51990927,-25.95964346,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,BRONKHORSTSPRUIT,"27, GARSFONTEIN EXTENSION, WELBEKEND, BRONKHORSTSPRUIT, BRONKHORSTSPRUIT",121110850,YES,Yes,RURAL,WELBEKEND,Welbekend,"(-25.992475650000003, 28.44455241903772)"
700401015,GT,EDUPLEX HIGH SCHOOL,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.2475,-25.7229,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900084,PRETORIA,"1193, MEARA STREET, QUEENSWOOD, PRETORIA",129412000,NO,Yes,URBAN,QUEENSWOOD,Queenswood,"(-25.7323222, 28.24756)"
700400160,GT,HAMMANSKRAAL ELITE PRIMARY SCHOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.201,-25.687,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900050,WONDERBOOM,"91, WELGOVONDE, , WELGOVONDE, WONDERBOOM",127114020,NO,Yes,RURAL,WELGOVONDEN,Welgovonden,"(-25.8016, 28.3238)"
700212241,GT,THE WAY CHRISTIAN SCHOOL,OPEN,INDEPENDENT,COMBINED SCHOOL,ORDINARY,28.151186667,-25.801108333,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900066,PRETORIA,"0, CNR. TORTELDUIF  AND WILLEM BOTHA ROAD, , WIERDA PARK, PRETORIA",126569228,NO,Yes,URBAN,WIERDA PARK PARK,Wierda Park Park,"(-25.7435894, 28.1426968)"
700241083,GT,PHUMZILE PRIMARY SCHOOL,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.111567,-25.518251,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900034,PRETORIA,"704, BLOCK H, SOSHANGUVE, PRETORIA",129426608,YES,No,URBAN,SOSHANGUVE,Soshanguve,"(-25.5263889, 28.0994444)"
700400183,GT,ABBOTTS COLLEGE-PRETORIA EAST,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.35644,-25.78474,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900101,PRETORIA,"1, PONY ROAD, , PRETORIA EAST, PRETORIA",128091208,NO,Yes,URBAN,PRETORIA EAST,Pretoria East,"(-25.8255611, 28.325176252720574)"
700400318,GT,PRETORIA INSTITUTE OF LEARNING,OPEN,INDEPENDENT,SECONDARY SCHOOL,ORDINARY,28.199941,-25.746786,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900081,PRETORIA,"440, PRETORIUS STREET, PRETORIA, PRETORIA",123206302,NO,Yes,URBAN,PRETORIA CENTRAL,Pretoria Central,"(-25.7518426, 28.1899743)"
700221458,GT,GOTTFRIED CHRISTELIKE PRIVAAT SKOOL,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.1014384,-25.65173998,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900004,AKASIA,"1, CORNER OF DOREEN AND HULTON STREET, THE ORCHARDS, AKASIA",125492317,NO,Yes,URBAN,THE ORCHARDS,The Orchards,"(-25.6513, 28.0947)"
700241620,GT,LAERSKOOL KAMEELFONTEIN,OPEN,PUBLIC,PRIMARY SCHOOL,ORDINARY,28.40420233,-25.60242286,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900099,PRETORIA,"297, PLAAS KAMEELFONTEIN, GEDEELTE 27, KAMEELFONTEIN, PRETORIA",716058492,YES,Yes,RURAL,KAMEELFONTEIN,Kameelfontein,"(-25.6175755, 28.3991057)"
700400826,GT,HATFIELD NORTH CHRISTIAN ACADEMY,OPEN,INDEPENDENT,PRIMARY SCHOOL,ORDINARY,28.134136,-25.674958,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900098,PRETORIA,", CNR LIZARD AND WILLEM CRUYWAGEN ROAD, THERESAPARK, PRETORIA",871583700,NO,Yes,URBAN,THERESAPARK,Theresapark,"(-25.6730556, 28.1444444)"
700400499,GT,STAR COLLEGE PRETORIA,OPEN,INDEPENDENT,INTERMEDIATE SCHOOL,ORDINARY,28.33433,-25.769355,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900085,PRETORIA,"25, MEADOW AVENUE, WILLOW GLEN, PRETORIA",128072346,NO,Yes,URBAN,WILLOW GLEN,Willow Glen,"(-25.7993, 28.2956)"
